id,price,"date_stamp","journal_id",influence_id,"url","license"
14816,90.30,"2010-04-09","1679-0359",NULL,NULL,""
14817,0.00,"2016-03-08","1676-6288",NULL,NULL,""
14818,0.00,"2014-12-22","2238-1171",NULL,NULL,""
14819,0.00,"2016-02-08","1983-9294",NULL,NULL,""
14820,0.00,"2016-10-13","2179-8451",NULL,NULL,""
14821,0.00,"2003-11-24","1677-2954",NULL,NULL,""
14822,0.00,"2011-10-25","1983-1471",NULL,NULL,""
14823,0.00,"2007-07-31","1677-7301",NULL,NULL,""
14824,0.00,"2004-04-23","1677-6119",NULL,NULL,""
14825,0.00,"2012-09-25","2176-9184",NULL,NULL,""
14826,0.00,"2017-03-08","1677-6976",NULL,NULL,""
14827,0.00,"2007-10-02","1677-9509",NULL,NULL,""
14828,0.00,"2012-05-09","1981-7746",NULL,NULL,""
14829,0.00,"2017-01-11","1678-2054",NULL,NULL,""
14830,0.00,"2011-10-11","2237-6453",NULL,NULL,""
14831,0.00,"2017-01-03","2317-8558",NULL,NULL,""
14832,0.00,"2017-01-19","2178-0447",NULL,NULL,""
14833,0.00,"2015-10-30","1981-9730",NULL,NULL,""
14834,0.00,"2015-01-23","2316-7521",NULL,NULL,""
14835,0.00,"2017-01-10","1678-6343",NULL,NULL,""
14836,0.00,"2015-11-17","2179-4936",NULL,NULL,""
14837,0.00,"2008-01-15","1678-7226",NULL,NULL,""
14838,0.00,"2004-06-24","1678-7765",NULL,NULL,""
14839,0.00,"2009-06-11","1678-8621",NULL,NULL,""
14840,0.00,"2016-01-19","2318-180X",NULL,NULL,""
14841,1781.00,"2004-04-23","1678-9199",NULL,NULL,""
14842,0.00,"2016-08-14","1677-6062",NULL,NULL,""
14843,0.00,"2013-07-15","1679-1827",NULL,NULL,""
14844,0.00,"2015-12-22","1807-9342",NULL,NULL,""
14845,0.00,"2008-02-15","1980-4849",NULL,NULL,""
14846,0.00,"2015-08-20","2317-2096",NULL,NULL,""
14847,0.00,"2010-11-05","1679-3951",NULL,NULL,""
14848,0.00,"2016-12-23","2237-9622",NULL,NULL,""
14849,0.00,"2007-11-15","1982-0224",NULL,NULL,""
14850,0.00,"2016-03-10","2317-6784",NULL,NULL,""
14851,0.00,"2005-10-11","1679-7825",NULL,NULL,""
14852,0.00,"2011-09-22","1679-849X",NULL,NULL,""
14853,0.00,"2009-12-09","1982-436X",NULL,NULL,""
14854,0.00,"2013-10-28","1679-9127",NULL,NULL,""
14855,0.00,"2008-09-08","1807-863X",NULL,NULL,""
14856,0.00,"2010-09-13","2175-5841",NULL,NULL,""
14857,1120.00,"2003-12-03","1680-7324",1054,NULL,""
14858,403.20,"2004-06-02","1680-7359",NULL,NULL,""
14859,1120.00,"2004-03-25","1680-7375",NULL,NULL,""
14860,0.00,"2017-02-17","2008-4536",NULL,NULL,""
14861,0.00,"2016-08-03","1992-4240",NULL,NULL,""
14862,0.00,"2017-01-18","2500-3119",NULL,NULL,""
14863,420.00,"2016-11-11","2305-2562",NULL,NULL,""
14864,0.00,"2016-04-17","1819-3684",NULL,NULL,""
14865,0.00,"2015-03-26","2194-9034",NULL,NULL,""
14866,0.00,"2016-07-25","1682-2749",NULL,NULL,""
14867,0.00,"2016-10-17","1947-9417",NULL,NULL,""
14868,455.00,"2009-03-31","1683-1470",NULL,NULL,""
14869,0.00,"2007-12-04","1735-7322",NULL,NULL,""
14870,513.76,"2008-04-17","2071-078X",NULL,NULL,""
14871,0.00,"2009-11-27","1683-9803",NULL,NULL,""
14872,0.00,"2017-01-18","2225-4994",NULL,NULL,""
14873,500.00,"2007-09-07","1684-5374",NULL,NULL,""
14874,168.00,"2004-06-02","1684-9973",NULL,NULL,""
14875,0.00,"2017-01-20","2408-2384",NULL,NULL,""
14876,1176.50,"2004-11-19","1687-1499",NULL,NULL,""
14877,949.00,"2006-02-24","1687-1812",NULL,NULL,""
14878,819.00,"2006-02-23","1687-1847",NULL,NULL,""
14879,819.00,"2006-02-24","1687-2770",NULL,NULL,""
14880,819.00,"2006-04-18","1687-3963",NULL,NULL,""
14881,1500.00,"2006-04-18","1687-4129",NULL,NULL,""
14882,702.00,"2006-04-18","1687-4153",NULL,NULL,""
14883,800.00,"2005-06-01","1687-4196",NULL,NULL,""
14884,1124.50,"2007-02-05","1687-5281",NULL,NULL,""
14885,600.00,"2007-07-23","1687-5605",NULL,NULL,""
14886,600.00,"2007-05-21","1687-5648",NULL,NULL,""
14887,600.00,"2008-01-17","1687-5834",NULL,NULL,""
14888,1750.00,"2007-07-25","1687-5877",NULL,NULL,""
14889,600.00,"2008-10-01","1687-5907",NULL,NULL,""
14890,600.00,"2008-05-15","1687-5923",NULL,NULL,""
14891,1250.00,"2008-01-25","1687-5974",NULL,NULL,""
14892,600.00,"2008-01-29","1687-6008",NULL,NULL,""
14893,1250.00,"2007-07-25","1687-6083",NULL,NULL,""
14894,800.00,"2010-04-12","1687-6113",NULL,NULL,""
14895,1500.00,"2008-05-15","1687-630X",NULL,NULL,""
14896,1176.50,"2008-01-29","1687-6180",NULL,NULL,""
14897,600.00,"2008-05-15","1687-627X",NULL,NULL,""
14898,800.00,"2009-12-23","1687-6342",NULL,NULL,""
14899,800.00,"2008-02-26","1687-6377",NULL,NULL,""
14900,600.00,"2008-05-22","1687-6407",NULL,NULL,""
14901,800.00,"2008-01-22","1687-6423",NULL,NULL,""
14902,800.00,"2010-04-12","1687-6970",NULL,NULL,""
14903,600.00,"2008-02-26","1687-7055",NULL,NULL,""
14904,800.00,"2009-01-16","1687-7071",NULL,NULL,""
14905,800.00,"2009-02-02","1687-7098",NULL,NULL,""
14906,600.00,"2008-08-21","1687-711X",NULL,NULL,""
14907,600.00,"2008-11-11","1687-7209",NULL,NULL,""
14908,1250.00,"2008-01-29","1687-7268",NULL,NULL,""
14909,600.00,"2007-12-17","1687-7365",NULL,NULL,""
14910,600.00,"2009-11-07","1687-7489",NULL,NULL,""
14911,600.00,"2008-10-13","1687-7586",NULL,NULL,""
14912,600.00,"2009-12-23","1687-7608",NULL,NULL,""
14913,600.00,"2009-10-14","1687-7675",NULL,NULL,""
14914,1250.00,"2009-06-18","1687-7977",NULL,NULL,""
14915,600.00,"2009-08-17","1687-7993",NULL,NULL,""
14916,800.00,"2009-01-16","1687-8019",NULL,NULL,""
14917,800.00,"2008-11-11","1687-8035",NULL,NULL,""
14918,600.00,"2009-04-30","1687-8078",NULL,NULL,""
14919,600.00,"2009-12-23","1687-8094",NULL,NULL,""
14920,1500.00,"2009-02-26","1687-8124",NULL,NULL,""
14921,2000.00,"2009-06-05","1687-8140",NULL,NULL,""
14922,600.00,"2010-04-12","1687-8167",NULL,NULL,""
14923,800.00,"2009-04-30","1687-8205",NULL,NULL,""
14924,1750.00,"2009-06-18","1687-8345",NULL,NULL,""
14925,1500.00,"2009-06-05","1687-8442",NULL,NULL,""
14926,800.00,"2008-10-01","1687-8469",NULL,NULL,""
14927,600.00,"2009-04-30","1687-8485",NULL,NULL,""
14928,800.00,"2009-04-30","1687-8566",NULL,NULL,""
14929,800.00,"2012-09-04","1687-8647",NULL,NULL,""
14930,600.00,"2009-09-08","1687-8663",NULL,NULL,""
14931,800.00,"2009-02-26","1687-8736",NULL,NULL,""
14932,1200.00,"2009-04-30","1687-8779",NULL,NULL,""
14933,800.00,"2009-04-30","1687-8795",NULL,NULL,""
14934,600.00,"2011-08-24","1687-8841",NULL,NULL,""
14935,600.00,"2009-10-21","1687-8868",NULL,NULL,""
14936,800.00,"2009-06-18","1687-8884",NULL,NULL,""
14937,800.00,"2009-04-30","1687-9112",NULL,NULL,""
14938,1500.00,"2009-04-30","1687-9139",NULL,NULL,""
14939,800.00,"2009-06-05","1687-9198",NULL,NULL,""
14940,600.00,"2009-12-23","1687-9252",NULL,NULL,""
14941,800.00,"2009-06-18","1687-9279",NULL,NULL,""
14942,1500.00,"2010-04-12","1687-9317",NULL,NULL,""
14943,600.00,"2010-05-20","1687-9333",NULL,NULL,""
14944,600.00,"2011-08-25","1687-935X",NULL,NULL,""
14945,600.00,"2009-07-06","1687-9376",NULL,NULL,""
14946,600.00,"2009-12-23","1687-9392",NULL,NULL,""
14947,600.00,"2011-08-24","1687-9414",NULL,NULL,""
14948,1250.00,"2009-10-14","1687-9430",NULL,NULL,""
14949,600.00,"2009-08-24","1687-9457",NULL,NULL,""
14950,600.00,"2011-04-05","1687-9473",NULL,NULL,""
14951,600.00,"2010-02-15","1687-949X",NULL,NULL,""
14952,600.00,"2009-10-14","1687-9511",NULL,NULL,""
14953,600.00,"2009-08-24","1687-9538",NULL,NULL,""
14954,800.00,"2009-04-30","1687-9597",NULL,NULL,""
14955,600.00,"2010-02-15","1687-9619",NULL,NULL,""
14956,300.00,"2009-06-05","1687-9635",NULL,NULL,""
14957,1200.00,"2009-12-23","1687-9678",NULL,NULL,""
14958,800.00,"2009-10-14","1687-9694",NULL,NULL,""
14959,600.00,"2009-12-23","1687-9716",NULL,NULL,""
14960,600.00,"2010-02-09","1687-9732",NULL,NULL,""
14961,800.00,"2009-04-30","1687-9759",NULL,NULL,""
14962,800.00,"2009-10-21","1687-9791",NULL,NULL,""
14963,800.00,"2009-08-17","1687-9813",NULL,NULL,""
14964,0.00,"2013-10-16","1688-6593",NULL,NULL,""
14965,0.00,"2015-10-22","1688-4221",NULL,NULL,""
14966,0.00,"2015-10-11","1688-7468",NULL,NULL,""
14967,0.00,"2016-01-20","1689-4642",NULL,NULL,""
14968,0.00,"2016-11-27","2081-2841",NULL,NULL,""
14969,0.00,"2011-07-16","1690-4524",NULL,NULL,""
14970,0.00,"2012-10-25","2255-9582",NULL,NULL,""
14971,0.00,"2015-01-26","2382-3518",NULL,NULL,""
14972,0.00,"2013-04-15","2256-4322",NULL,NULL,""
14973,0.00,"2014-09-12","2389-8828",NULL,NULL,""
14974,0.00,"2015-11-16","2248-4086",NULL,NULL,""
14975,0.00,"2010-07-26","2248-4078",NULL,NULL,""
14976,0.00,"2015-04-09","2389-7716",NULL,NULL,""
14977,0.00,"2016-09-05","2248-4094",NULL,NULL,""
14978,0.00,"2015-07-07","2216-135X",NULL,NULL,""
14979,0.00,"2010-09-01","2027-7679",NULL,NULL,""
14980,0.00,"2015-12-17","2389-8844",NULL,NULL,""
14981,0.00,"2011-03-29","2011-7477",NULL,NULL,""
14982,0.00,"2016-03-16","2443-1524",NULL,NULL,""
14983,40.00,"2015-10-07","2355-3812",NULL,NULL,""
14984,0.00,"2016-09-08","2477-796X",NULL,NULL,""
14985,0.00,"2015-12-30","2442-3823",NULL,NULL,""
14986,0.00,"2016-03-28","2302-1098",NULL,NULL,""
14987,0.00,"2016-12-30","2502-7646",NULL,NULL,""
14988,0.00,"2016-11-25","2477-6580",NULL,NULL,""
14989,0.00,"2016-12-27","2540-7767",NULL,NULL,""
14990,0.00,"2016-03-28","2460-9102",NULL,NULL,""
14991,0.00,"2015-12-28","2355-4800",NULL,NULL,""
14992,0.00,"2016-12-05","2527-5119",NULL,NULL,""
14993,0.00,"2008-03-17","1694-0423",NULL,NULL,""
14994,0.00,"2011-08-18","1694-5972",NULL,NULL,""
14995,0.00,"2015-02-18","1694-7398",NULL,NULL,""
14996,0.00,"2015-09-22","2386-5830",NULL,NULL,""
14997,0.00,"2015-03-31","1695-2618",NULL,NULL,""
14998,0.00,"2012-03-08","1989-5313",NULL,NULL,""
14999,0.00,"2006-04-04","1695-288X",NULL,NULL,""
15000,0.00,"2016-06-06","1696-5728",NULL,NULL,""
15001,0.00,"2005-08-18","1695-6494",NULL,NULL,""
15002,0.00,"2010-07-05","2340-2717",NULL,NULL,""
15003,0.00,"2006-11-07","2171-9292",NULL,NULL,""
15004,0.00,"2005-09-21","1578-9705",NULL,NULL,""
15005,0.00,"2011-03-30","2173-1071",NULL,NULL,""
15006,0.00,"2005-10-18","1696-4713",NULL,NULL,""
15007,0.00,"2013-05-10","2340-2547",NULL,NULL,""
15008,0.00,"2016-02-24","2254-3805",NULL,NULL,""
15009,0.00,"2006-06-02","1696-7348",NULL,NULL,""
15010,0.00,"2016-11-07","1697-011X",NULL,NULL,""
15011,0.00,"2005-02-22","1697-090X",NULL,NULL,""
15012,0.00,"2007-11-29","1697-218X",NULL,NULL,""
15013,0.00,"2012-10-02","1697-5197",NULL,NULL,""
15014,67.20,"2012-09-24","1697-8293",NULL,NULL,""
15015,0.00,"2005-02-28","1698-0476",NULL,NULL,""
15016,0.00,"2013-08-13","2340-8146",NULL,NULL,""
15017,0.00,"2016-10-28","1698-580X",NULL,NULL,""
15018,0.00,"2008-03-12","1698-7802",NULL,NULL,""
15019,0.00,"2005-11-30","1699-437X",NULL,NULL,""
15020,0.00,"2007-02-05","1699-4949",NULL,NULL,""
15021,0.00,"2006-10-17","1699-8154",NULL,NULL,""
15022,0.00,"2010-02-03","2340-4272",NULL,NULL,""
15023,950.00,"2004-01-28","1708-3087",NULL,NULL,""
15024,0.00,"2006-04-21","1708-7570",NULL,NULL,""
15025,1781.00,"2011-04-28","1710-1492",NULL,NULL,""
15026,0.00,"2005-09-07","1712-851X",NULL,NULL,""
15027,2000.00,"2016-04-06","1918-1493",NULL,NULL,""
15028,0.00,"2012-11-09","1718-5556",NULL,NULL,""
15029,0.00,"2008-05-19","1718-9977",NULL,NULL,""
15030,1663.20,"2013-05-08","2240-256X",NULL,NULL,""
15031,0.00,"2008-04-14","1721-9809",NULL,NULL,""
15032,0.00,"2005-11-30","1720-1632",NULL,NULL,""
15033,0.00,"2011-09-18","2260-8087",NULL,NULL,""
15034,0.00,"2013-03-26","1724-4935",NULL,NULL,""
15035,0.00,"2005-06-13","1724-6768",NULL,NULL,""
15036,0.00,"2008-01-25","1725-0463",NULL,NULL,""
15037,1120.00,"2004-06-07","1726-4189",NULL,NULL,""
15038,0.00,"2009-12-08","1726-4642",NULL,NULL,""
15039,140.60,"2015-06-15","2224-3380",NULL,NULL,""
15040,0.00,"2015-05-12","1996-1812",NULL,NULL,""
15041,136.80,"2008-09-24","1727-3781",NULL,NULL,""
15042,0.00,"2013-10-04","2227-3530",NULL,NULL,""
15043,0.00,"2016-05-16","1728-6514",NULL,NULL,""
15044,1200.00,"2004-10-29","1813-4424",NULL,NULL,""
15045,0.00,"2014-05-28","1729-3804",NULL,NULL,""
15046,1100.00,"2008-11-26","1729-8814",NULL,NULL,""
15047,0.00,"2017-01-31","1732-2707",NULL,NULL,""
15048,0.00,"2016-01-20","1897-4252",NULL,NULL,""
15049,0.00,"2016-07-07","2392-1749",NULL,NULL,""
15050,0.00,"2011-04-14","2083-8298",NULL,NULL,""
15051,0.00,"2015-01-15","2300-0945",NULL,NULL,""
15052,0.00,"2017-02-17","1733-5566",NULL,NULL,""
15053,0.00,"2016-01-08","2392-0378",NULL,NULL,""
15054,0.00,"2015-05-11","2353-5733",NULL,NULL,""
15055,0.00,"2016-02-03","1734-6460",NULL,NULL,""
15056,112.00,"2015-10-10","1734-4492",NULL,NULL,""
15057,0.00,"2015-06-28","1734-4948",NULL,NULL,""
15058,0.00,"2016-12-12","1897-4295",NULL,NULL,""
15059,0.00,"2011-10-05","2008-2657",NULL,NULL,""
15060,672.00,"2006-03-24","1735-2746",NULL,NULL,""
15061,0.00,"2016-03-29","1735-4005",NULL,NULL,""
15062,0.00,"2016-12-05","1735-6954",NULL,NULL,""
15063,0.00,"2011-10-04","2008-2215",NULL,NULL,""
15064,0.00,"2016-01-22","2251-712X",NULL,NULL,""
15065,0.00,"2010-08-11","2008-238x",NULL,NULL,""
15066,0.00,"2015-06-17","2345-4342",NULL,NULL,""
15067,0.00,"2011-10-05","1735-9392",NULL,NULL,""
15068,0.00,"2007-09-04","1736-7557",NULL,NULL,""
15069,0.00,"2011-12-20","2228-4745",NULL,NULL,""
15070,0.00,"2009-08-10","1736-8723",NULL,NULL,""
15071,0.00,"2016-05-11","1738-1460",NULL,NULL,""
15072,0.00,"2016-02-24","2093-7717",NULL,NULL,""
15073,0.00,"2017-01-20","2093-7504",NULL,NULL,""
15074,1500.00,"2005-01-19","1740-2530",NULL,NULL,""
15075,390.00,"2015-02-25","1740-3391",NULL,NULL,""
15076,0.00,"2009-11-03","1740-357X",NULL,NULL,""
15077,2250.00,"2004-06-21","1741-4288",NULL,NULL,""
15078,2314.00,"2003-12-09","1741-7007",NULL,NULL,""
15079,2314.00,"2003-12-09","1741-7015",NULL,NULL,""
15080,1781.00,"2004-08-10","1742-4682",NULL,NULL,""
15081,2034.50,"2004-03-25","1742-4690",NULL,NULL,""
15082,1781.00,"2004-11-17","1742-4933",NULL,NULL,""
15083,1911.00,"2004-12-20","1742-6405",NULL,NULL,""
15084,1781.00,"2004-10-11","1742-7622",NULL,NULL,""
15085,1781.00,"2004-09-08","1743-422X",NULL,NULL,""
15086,1859.00,"2004-08-24","1743-7075",NULL,NULL,""
15087,1781.00,"2004-12-10","1743-8977",NULL,NULL,""
15088,3696.00,"2005-03-30","1744-4292",NULL,NULL,""
15089,2500.00,"2005-01-19","1744-8069",NULL,NULL,""
15090,2034.50,"2005-02-15","1744-859X",NULL,NULL,""
15091,1781.00,"2005-04-25","1744-9081",NULL,NULL,""
15092,0.00,"2005-03-02","1745-3682",NULL,NULL,""
15093,1781.00,"2006-02-08","1745-6150",NULL,NULL,""
15094,1781.00,"2006-02-20","1745-6215",209,NULL,""
15095,1781.00,"2005-04-26","1746-1596",NULL,NULL,""
15096,1781.00,"2005-04-26","1746-4269",NULL,NULL,""
15097,1859.00,"2005-04-26","1746-4811",NULL,NULL,""
15098,0.00,"2006-02-03","1746-5893",NULL,NULL,""
15099,1781.00,"2005-06-01","1746-6148",NULL,NULL,""
15100,1911.00,"2006-05-31","1747-1028",NULL,NULL,""
15101,0.00,"2010-05-31","1747-5376",NULL,NULL,""
15102,975.00,"2015-04-17","1748-1325",NULL,NULL,""
15103,1275.00,"2009-12-05","1748-2631",NULL,NULL,""
15104,1200.00,"2017-01-04","1748-3026",NULL,NULL,""
15105,1500.00,"2011-04-12","1748-6718",NULL,NULL,""
15106,1781.00,"2006-06-12","1748-7161",NULL,NULL,""
15107,1781.00,"2006-02-20","1748-7188",NULL,NULL,""
15108,1690.00,"2007-10-15","1748-9326",2886,NULL,""
15109,0.00,"2017-01-04","1748-944X",NULL,NULL,""
15110,2034.50,"2006-09-28","1749-799X",NULL,NULL,""
15111,1807.00,"2006-03-08","1749-8090",NULL,NULL,""
15112,1781.00,"2006-12-01","1749-8104",NULL,NULL,""
15113,1781.00,"2006-12-05","1749-8546",NULL,NULL,""
15114,1020.50,"2015-12-09","1750-0680",NULL,NULL,""
15115,1963.00,"2006-03-03","1750-1172",NULL,NULL,""
15116,2145.00,"2007-01-10","1750-1326",NULL,NULL,""
15117,2500.00,"2014-11-14","1750-2659",NULL,NULL,""
15118,1781.00,"2006-09-15","1750-9378",NULL,NULL,""
15119,1963.00,"2006-06-12","1751-0147",NULL,NULL,""
15120,1781.00,"2007-01-10","1751-0759",NULL,NULL,""
15121,995.00,"2016-11-01","1751-3766",NULL,NULL,""
15122,2876.00,"2013-05-21","1751-7915",NULL,NULL,""
15123,600.00,"2015-04-13","1751-7192",NULL,NULL,""
15124,1781.00,"2007-01-11","1752-0509",NULL,NULL,""
15125,1781.00,"2007-03-02","1752-1505",NULL,NULL,""
15126,1573.00,"2007-03-20","1752-153X",NULL,NULL,""
15127,0.00,"2010-08-05","1752-3079",NULL,NULL,""
15128,2356.00,"2012-08-29","1752-4571",NULL,NULL,""
15129,3000.00,"2016-05-16","1752-8062",NULL,NULL,""
15130,0.00,"2008-01-15","1753-0296",NULL,NULL,""
15131,1781.00,"2007-06-28","1753-2000",NULL,NULL,""
15132,0.00,"2007-03-13","1753-9854",NULL,NULL,""
15133,0.00,"2013-11-16","1754-646X",NULL,NULL,""
15134,1300.00,"2008-01-04","1754-6605",NULL,NULL,""
15135,2034.50,"2008-04-16","1754-6834",NULL,NULL,""
15136,3250.00,"2011-10-14","1754-8411",NULL,NULL,""
15137,0.00,"2010-03-23","1755-1560",NULL,NULL,""
15138,1850.00,"2016-02-17","1755-263X",NULL,NULL,""
15139,1781.00,"2016-06-08","1755-2672",NULL,NULL,""
15140,0.00,"2016-09-28","2214-1421",NULL,NULL,""
15141,1800.00,"2015-01-19","1878-0067",NULL,NULL,""
15142,1781.00,"2008-02-08","1755-8794",NULL,NULL,""
15143,1781.00,"2010-11-30","1756-0381",NULL,NULL,""
15144,1072.50,"2008-05-27","1756-0500",NULL,NULL,""
15145,1781.00,"2008-01-08","1756-3305",2217,NULL,""
15146,1781.00,"2010-12-02","1756-6614",NULL,NULL,""
15147,1200.00,"2017-01-06","1756-8285",NULL,NULL,""
15148,1200.00,"2016-12-06","1756-8307",NULL,NULL,""
15149,2034.50,"2010-07-15","1756-8935",3558,NULL,""
15150,2301.00,"2016-02-09","1756-994X",NULL,NULL,""
15151,2500.00,"2016-10-19","1757-1707",NULL,NULL,""
15152,3304.00,"2012-08-27","1757-4684",NULL,NULL,""
15153,1200.00,"2017-01-06","1757-4838",NULL,NULL,""
15154,1807.00,"2015-12-07","1757-6512",NULL,NULL,""
15155,1573.00,"2010-11-30","1758-2946",NULL,NULL,""
15156,1846.00,"2010-11-30","1758-5996",NULL,NULL,""
15157,1807.00,"2015-11-16","1758-9193",NULL,NULL,""
15158,0.00,"2016-11-01","1758-972X",NULL,NULL,""
15159,0.00,"2016-10-28","1759-0434",NULL,NULL,""
15160,1950.00,"2009-06-03","1759-0914",NULL,NULL,""
15161,900.00,"2017-01-06","1759-314X",NULL,NULL,""
15162,0.00,"2010-09-22","1759-7331",NULL,NULL,""
15163,2000.00,"2015-09-08","1759-7714",NULL,NULL,""
15164,1781.00,"2010-12-01","1759-8753",NULL,NULL,""
15165,0.00,"2010-09-17","1759-9008",NULL,NULL,""
15166,0.00,"2011-04-29","1760-5776",NULL,NULL,""
15167,0.00,"2005-01-13","1764-7193",NULL,NULL,""
15168,0.00,"2008-03-12","1765-2723",NULL,NULL,""
15169,0.00,"2008-09-05","1765-2766",NULL,NULL,""
15170,0.00,"2016-10-01","1765-2901",NULL,NULL,""
15171,0.00,"2011-10-31","2261-1045",NULL,NULL,""
15172,0.00,"2011-11-01","2260-7846",NULL,NULL,""
15173,168.00,"2012-09-19","1314-2615",NULL,NULL,""
15174,0.00,"2005-03-07","1769-7069",NULL,NULL,""
15175,0.00,"2008-09-10","1769-7379",NULL,NULL,""
15176,0.00,"2008-02-13","1772-9971",NULL,NULL,""
15177,0.00,"2005-07-25","1773-0546",NULL,NULL,""
15178,0.00,"2012-01-31","2261-3455",NULL,NULL,""
15179,0.00,"2011-09-28","2260-6483",NULL,NULL,""
15180,0.00,"2010-05-18","2102-5878",NULL,NULL,""
15181,0.00,"2006-02-10","1778-3801",NULL,NULL,""
15182,0.00,"2009-03-24","1961-859X",NULL,NULL,""
15183,1008.00,"2016-07-25","1779-6288",NULL,NULL,""
15184,0.00,"2004-09-21","1780-678X",NULL,NULL,""
15185,0.00,"2012-02-07","2033-7485",NULL,NULL,""
15186,0.00,"2016-01-28","1788-2591",NULL,NULL,""
15187,1963.00,"2005-04-11","2241-5793",NULL,NULL,""
15188,67.20,"2013-02-25","1790-9899",NULL,NULL,""
15189,0.00,"2010-06-16","1792-3999",NULL,NULL,""
15190,0.00,"2008-06-02","2241-6323",NULL,NULL,""
15191,56.00,"2009-11-19","1791-3373",NULL,NULL,""
15192,0.00,"2010-06-07","1792-037X",NULL,NULL,""
15193,0.00,"2012-09-09","2459-3338",NULL,NULL,""
15194,0.00,"2011-10-18","1792-1244",NULL,NULL,""
15195,0.00,"2015-05-29","1792-362X",NULL,NULL,""
15196,0.00,"2016-02-09","1793-7078",NULL,NULL,""
15197,0.00,"2016-02-23","2256-5531",NULL,NULL,""
15198,0.00,"2008-02-26","2145-4515",NULL,NULL,""
15199,0.00,"2015-06-01","2389-783X",NULL,NULL,""
15200,0.00,"2016-03-07","2346-0806",NULL,NULL,""
15201,0.00,"2012-07-13","2256-4314",NULL,NULL,""
15202,0.00,"2005-05-09","1795-6889",NULL,NULL,""
15203,784.00,"2008-02-26","1818-5487",NULL,NULL,""
15204,0.00,"2015-11-05","1800-7473",NULL,NULL,""
15205,0.00,"2013-10-02","1804-8358",NULL,NULL,""
15206,0.00,"2016-02-22","1805-3238",NULL,NULL,""
15207,224.00,"2016-02-18","1805-9384",NULL,NULL,""
15208,0.00,"2012-11-29","1801-8807",NULL,NULL,""
15209,0.00,"2012-08-28","1802-2170",NULL,NULL,""
15210,0.00,"2015-04-08","1802-2669",NULL,NULL,""
15211,0.00,"2014-11-17","1802-3061",NULL,NULL,""
15212,0.00,"2013-06-14","2336-1182",NULL,NULL,""
15213,0.00,"2015-08-14","1802-7946",NULL,NULL,""
15214,0.00,"2016-11-22","2336-6508",NULL,NULL,""
15215,103.04,"2016-02-18","1803-6805",NULL,NULL,""
15216,0.00,"2016-01-06","2336-4521",NULL,NULL,""
15217,0.00,"2015-02-03","1805-9023",NULL,NULL,""
15218,0.00,"2011-06-28","1804-0462",NULL,NULL,""
15219,0.00,"2014-11-24","2336-3525",NULL,NULL,""
15220,0.00,"2010-08-03","1804-4999",NULL,NULL,""
15221,0.00,"2010-08-03","1804-5006",NULL,NULL,""
15222,0.00,"2011-06-08","1804-1663",NULL,NULL,""
15223,0.00,"2010-02-09","1804-1728",NULL,NULL,""
15224,0.00,"2014-05-30","1804-4824",NULL,NULL,""
15225,0.00,"2016-04-17","2336-3398",NULL,NULL,""
15226,0.00,"2016-05-13","1804-7106",NULL,NULL,""
15227,0.00,"2015-01-06","1804-8285",NULL,NULL,""
15228,0.00,"2015-03-17","1804-9338",NULL,NULL,""
15229,0.00,"2014-12-29","2336-1964",NULL,NULL,""
15230,0.00,"2016-03-02","1805-2576",NULL,NULL,""
15231,336.00,"2014-12-17","1805-4196",NULL,NULL,""
15232,0.00,"2013-04-23","1805-4862",NULL,NULL,""
15233,0.00,"2015-01-10","1805-5117",NULL,NULL,""
15234,0.00,"2016-09-28","1805-7578",NULL,NULL,""
15235,0.00,"2015-03-10","1805-8825",NULL,NULL,""
15236,0.00,"2015-03-17","1805-9171",NULL,NULL,""
15237,0.00,"2015-07-08","1805-9430",NULL,NULL,""
15238,0.00,"2016-01-20","2317-6393",NULL,NULL,""
15239,0.00,"2011-02-22","1809-9386",NULL,NULL,""
15240,0.00,"2016-10-03","2447-6641",NULL,NULL,""
15241,0.00,"2015-10-14","2358-0399",NULL,NULL,""
15242,0.00,"2005-03-23","1806-3756",NULL,NULL,""
15243,0.00,"2015-12-07","2179-8699",NULL,NULL,""
15244,0.00,"2017-01-17","1983-0807",NULL,NULL,""
15245,0.00,"2016-09-22","1984-591X",NULL,NULL,""
15246,0.00,"2016-02-01","1806-5023",NULL,NULL,""
15247,0.00,"2007-10-02","1980-6108",NULL,NULL,""
15248,0.00,"2016-02-26","2446-9114",NULL,NULL,""
15249,0.00,"2005-03-24","1807-3107",NULL,NULL,""
15250,0.00,"2016-02-17","2316-8412",NULL,NULL,""
15251,0.00,"2006-08-21","1807-1775",NULL,NULL,""
15252,0.00,"2013-04-26","2175-8069",NULL,NULL,""
15253,0.00,"2014-12-18","1982-0720",NULL,NULL,""
15254,0.00,"2010-06-15","2176-5960",NULL,NULL,""
15255,0.00,"2016-02-10","2447-6196",NULL,NULL,""
15256,60.00,"2012-05-09","1981-4690",NULL,NULL,""
15257,903.00,"2005-03-24","1980-5322",NULL,NULL,""
15258,0.00,"2013-06-05","1807-734X",NULL,NULL,""
15259,0.00,"2008-02-14","1807-7692",NULL,NULL,""
15260,0.00,"2015-01-14","1807-8583",NULL,NULL,""
15261,0.00,"2011-12-09","1807-8591",NULL,NULL,""
15262,0.00,"2008-09-08","1807-8621",NULL,NULL,""
