id,article_influence,est_article_influence,"date_stamp","journal_id",ai_percentile,cost_effectiveness,ef_percentile,eigenfactor,efn
5078,0.3448060,NULL,"2013-12-31","0378-6323",NULL,NULL,NULL,NULL,NULL
5079,0.3442640,NULL,"2013-12-31","1303-2968",NULL,NULL,NULL,NULL,NULL
5080,0.3432620,NULL,"2013-12-31","1537-744X",NULL,NULL,NULL,NULL,NULL
5081,0.3406680,NULL,"2013-12-31","0022-3859",NULL,NULL,NULL,NULL,NULL
5082,0.3405450,NULL,"2013-12-31","0023-5954",NULL,NULL,NULL,NULL,NULL
5083,0.3398450,NULL,"2013-12-31","1749-0774",NULL,NULL,NULL,NULL,NULL
5084,0.3383950,NULL,"2013-12-31","1735-8787",NULL,NULL,NULL,NULL,NULL
5085,0.3331810,NULL,"2013-12-31","1817-1737",NULL,NULL,NULL,NULL,NULL
5086,0.3326710,NULL,"2013-12-31","0277-5387",NULL,NULL,NULL,NULL,NULL
5087,0.3317540,NULL,"2013-12-31","1477-7819",NULL,NULL,NULL,NULL,NULL
5088,0.3311080,NULL,"2013-12-31","1340-3540",NULL,NULL,NULL,NULL,NULL
5089,0.3297990,NULL,"2013-12-31","0141-9382",NULL,NULL,NULL,NULL,NULL
5090,0.3294260,NULL,"2013-12-31","0022-1333",NULL,NULL,NULL,NULL,NULL
5091,0.3293090,NULL,"2013-12-31","0028-3886",NULL,NULL,NULL,NULL,NULL
5092,0.3247180,NULL,"2013-12-31","1802-6222",NULL,NULL,NULL,NULL,NULL
5093,0.3211240,NULL,"2013-12-31","0043-650X",NULL,NULL,NULL,NULL,NULL
5094,0.3205120,NULL,"2013-12-31","1239-9736",NULL,NULL,NULL,NULL,NULL
5095,0.3162570,NULL,"2013-12-31","1930-2126",NULL,NULL,NULL,NULL,NULL
5096,0.3162260,NULL,"2013-12-31","1990-2573",NULL,NULL,NULL,NULL,NULL
5097,0.3128850,NULL,"2013-12-31","0043-0617",NULL,NULL,NULL,NULL,NULL
5098,0.3125600,NULL,"2013-12-31","0011-2275",NULL,NULL,NULL,NULL,NULL
5099,0.3118790,NULL,"2013-12-31","1322-7696",NULL,NULL,NULL,NULL,NULL
5100,0.3113900,NULL,"2013-12-31","0187-6236",NULL,NULL,NULL,NULL,NULL
5101,0.3108630,NULL,"2013-12-31","1090-6924",NULL,NULL,NULL,NULL,NULL
5102,0.3080430,NULL,"2013-12-31","0253-4134",NULL,NULL,NULL,NULL,NULL
5103,0.3010750,NULL,"2013-12-31","1330-9862",NULL,NULL,NULL,NULL,NULL
5104,0.2997500,NULL,"2013-12-31","0017-808X",NULL,NULL,NULL,NULL,NULL
5105,0.2995390,NULL,"2013-12-31","1488-2159",NULL,NULL,NULL,NULL,NULL
5106,0.2989510,NULL,"2013-12-31","1368-1613",NULL,NULL,NULL,NULL,NULL
5107,0.2954520,NULL,"2013-12-31","0003-5521",NULL,NULL,NULL,NULL,NULL
5108,0.2950890,NULL,"2013-12-31","0373-2029",NULL,NULL,NULL,NULL,NULL
5109,0.2936910,NULL,"2013-12-31","1021-5506",NULL,NULL,NULL,NULL,NULL
5110,0.2931650,NULL,"2013-12-31","1214-1178",NULL,NULL,NULL,NULL,NULL
5111,0.2930970,NULL,"2013-12-31","1279-8517",NULL,NULL,NULL,NULL,NULL
5112,0.2915860,NULL,"2013-12-31","1933-527X",NULL,NULL,NULL,NULL,NULL
5113,0.2907170,NULL,"2013-12-31","0078-3234",NULL,NULL,NULL,NULL,NULL
5114,0.2903510,NULL,"2013-12-31","0255-0857",NULL,NULL,NULL,NULL,NULL
5115,0.2865800,NULL,"2013-12-31","1452-3981",NULL,NULL,NULL,NULL,NULL
5116,0.2842200,NULL,"2013-12-31","0263-2241",NULL,NULL,NULL,NULL,NULL
5117,0.2834810,NULL,"2013-12-31","1607-324X",NULL,NULL,NULL,NULL,NULL
5118,0.2823780,NULL,"2013-12-31","1020-4989",NULL,NULL,NULL,NULL,NULL
5119,0.2822110,NULL,"2013-12-31","1392-5113",NULL,NULL,NULL,NULL,NULL
5120,0.2809410,NULL,"2013-12-31","0011-5029",NULL,NULL,NULL,NULL,NULL
5121,0.2741920,NULL,"2013-12-31","1374-8505",NULL,NULL,NULL,NULL,NULL
5122,0.2717060,NULL,"2013-12-31","2045-4015",NULL,NULL,NULL,NULL,NULL
5123,0.2662680,NULL,"2013-12-31","0301-4738",NULL,NULL,NULL,NULL,NULL
5124,0.2657720,NULL,"2013-12-31","1916-0216",NULL,NULL,NULL,NULL,NULL
5125,0.2655260,NULL,"2013-12-31","0253-4142",NULL,NULL,NULL,NULL,NULL
5126,0.2635370,NULL,"2013-12-31","1931-7603",NULL,NULL,NULL,NULL,NULL
5127,0.2631330,NULL,"2013-12-31","1565-1088",NULL,NULL,NULL,NULL,NULL
5128,0.2627660,NULL,"2013-12-31","1342-4815",NULL,NULL,NULL,NULL,NULL
5129,0.2572460,NULL,"2013-12-31","0239-7528",NULL,NULL,NULL,NULL,NULL
5130,0.2560020,NULL,"2013-12-31","1790-045X",NULL,NULL,NULL,NULL,NULL
5131,0.2552160,NULL,"2013-12-31","1330-0962",NULL,NULL,NULL,NULL,NULL
5132,0.2535330,NULL,"2013-12-31","0016-3287",NULL,NULL,NULL,NULL,NULL
5133,0.2524470,NULL,"2013-12-31","1558-9250",NULL,NULL,NULL,NULL,NULL
5134,0.2512910,NULL,"2013-12-31","0973-1482",NULL,NULL,NULL,NULL,NULL
5135,0.2493570,NULL,"2013-12-31","0016-7169",NULL,NULL,NULL,NULL,NULL
5136,0.2482940,NULL,"2013-12-31","0256-4947",NULL,NULL,NULL,NULL,NULL
5137,0.2469080,NULL,"2013-12-31","1280-9551",NULL,NULL,NULL,NULL,NULL
5138,0.2442590,NULL,"2013-12-31","1307-6167",NULL,NULL,NULL,NULL,NULL
5139,0.2396360,NULL,"2013-12-31","1026-2881",NULL,NULL,NULL,NULL,NULL
5140,0.2395260,NULL,"2013-12-31","1869-4195",NULL,NULL,NULL,NULL,NULL
5141,0.2393120,NULL,"2013-12-31","1225-6463",NULL,NULL,NULL,NULL,NULL
5142,0.2391070,NULL,"2013-12-31","0185-3880",NULL,NULL,NULL,NULL,NULL
5143,0.2351540,NULL,"2013-12-31","1641-7291",NULL,NULL,NULL,NULL,NULL
5144,0.2351420,NULL,"2013-12-31","0717-3458",NULL,NULL,NULL,NULL,NULL
5145,0.2301800,NULL,"2013-12-31","0103-9733",NULL,NULL,NULL,NULL,NULL
5146,0.2290450,NULL,"2013-12-31","1417-3875",NULL,NULL,NULL,NULL,NULL
5147,0.2238570,NULL,"2013-12-31","0386-300X",NULL,NULL,NULL,NULL,NULL
5148,0.2210450,NULL,"2013-12-31","0037-5675",NULL,NULL,NULL,NULL,NULL
5149,0.2207310,NULL,"2013-12-31","0375-8427",NULL,NULL,NULL,NULL,NULL
5150,0.2135680,NULL,"2013-12-31","0730-2347",NULL,NULL,NULL,NULL,NULL
5151,0.2133850,NULL,"2013-12-31","1676-5680",NULL,NULL,NULL,NULL,NULL
5152,0.2127330,NULL,"2013-12-31","1867-0202",NULL,NULL,NULL,NULL,NULL
5153,0.2119610,NULL,"2013-12-31","1212-1819",NULL,NULL,NULL,NULL,NULL
5154,0.2112420,NULL,"2013-12-31","0015-704X",NULL,NULL,NULL,NULL,NULL
5155,0.2086670,NULL,"2013-12-31","0354-5180",NULL,NULL,NULL,NULL,NULL
5156,0.2066790,NULL,"2013-12-31","0023-9356",NULL,NULL,NULL,NULL,NULL
5157,0.2051270,NULL,"2013-12-31","1584-8663",NULL,NULL,NULL,NULL,NULL
5158,0.2035710,NULL,"2013-12-31","1529-9120",NULL,NULL,NULL,NULL,NULL
5159,0.2011350,NULL,"2013-12-31","0236-8722",NULL,NULL,NULL,NULL,NULL
5160,0.2004180,NULL,"2013-12-31","1212-1800",NULL,NULL,NULL,NULL,NULL
5161,0.2002600,NULL,"2013-12-31","1513-7368",NULL,NULL,NULL,NULL,NULL
5162,0.1992210,NULL,"2013-12-31","1280-8571",NULL,NULL,NULL,NULL,NULL
5163,0.1969530,NULL,"2013-12-31","0019-5413",NULL,NULL,NULL,NULL,NULL
5164,0.1966750,NULL,"2013-12-31","1744-5647",NULL,NULL,NULL,NULL,NULL
5165,0.1886310,NULL,"2013-12-31","1961-9502",NULL,NULL,NULL,NULL,NULL
5166,0.1850820,NULL,"2013-12-31","1880-0688",NULL,NULL,NULL,NULL,NULL
5167,0.1801200,NULL,"2013-12-31","1806-9290",NULL,NULL,NULL,NULL,NULL
5168,0.1799340,NULL,"2013-12-31","0160-9327",NULL,NULL,NULL,NULL,NULL
5169,0.1793920,NULL,"2013-12-31","0360-7275",NULL,NULL,NULL,NULL,NULL
5170,0.1791290,NULL,"2013-12-31","0350-820X",NULL,NULL,NULL,NULL,NULL
5171,0.1772040,NULL,"2013-12-31","1210-2512",NULL,NULL,NULL,NULL,NULL
5172,0.1759210,NULL,"2013-12-31","0034-7744",NULL,NULL,NULL,NULL,NULL
5173,0.1748180,NULL,"2013-12-31","1451-9372",NULL,NULL,NULL,NULL,NULL
5174,0.1730560,NULL,"2013-12-31","1175-8708",NULL,NULL,NULL,NULL,NULL
5175,0.1730410,NULL,"2013-12-31","0377-4929",NULL,NULL,NULL,NULL,NULL
5176,0.1689350,NULL,"2013-12-31","0250-474X",NULL,NULL,NULL,NULL,NULL
5177,0.1685540,NULL,"2013-12-31","0352-9568",NULL,NULL,NULL,NULL,NULL
5178,0.1683290,NULL,"2013-12-31","1598-2254",NULL,NULL,NULL,NULL,NULL
5179,0.1681790,NULL,"2013-12-31","0354-9836",NULL,NULL,NULL,NULL,NULL
5180,0.1634550,NULL,"2013-12-31","1303-2712",NULL,NULL,NULL,NULL,NULL
5181,0.1624830,NULL,"2013-12-31","1300-2163",NULL,NULL,NULL,NULL,NULL
5182,0.1604300,NULL,"2013-12-31","0213-6163",NULL,NULL,NULL,NULL,NULL
5183,0.1580900,NULL,"2013-12-31","1217-8837",NULL,NULL,NULL,NULL,NULL
5184,0.1478950,NULL,"2013-12-31","0972-2327",NULL,NULL,NULL,NULL,NULL
5185,0.1442010,NULL,"2013-12-31","0972-5849",NULL,NULL,NULL,NULL,NULL
5186,0.1414580,NULL,"2013-12-31","0046-1121",NULL,NULL,NULL,NULL,NULL
5187,0.1406550,NULL,"2013-12-31","1335-8871",NULL,NULL,NULL,NULL,NULL
5188,0.1392080,NULL,"2013-12-31","0918-7960",NULL,NULL,NULL,NULL,NULL
5189,0.1390740,NULL,"2013-12-31","1641-1307",NULL,NULL,NULL,NULL,NULL
5190,0.1385430,NULL,"2013-12-31","0376-4710",NULL,NULL,NULL,NULL,NULL
5191,0.1382190,NULL,"2013-12-31","0367-5211",NULL,NULL,NULL,NULL,NULL
5192,0.1378690,NULL,"2013-12-31","0015-1920",NULL,NULL,NULL,NULL,NULL
5193,0.1332330,NULL,"2013-12-31","1221-1451",NULL,NULL,NULL,NULL,NULL
5194,0.1327830,NULL,"2013-12-31","0860-8229",NULL,NULL,NULL,NULL,NULL
5195,0.1292090,NULL,"2013-12-31","1475-4916",NULL,NULL,NULL,NULL,NULL
5196,0.1282920,NULL,"2013-12-31","1820-0214",NULL,NULL,NULL,NULL,NULL
5197,0.1273900,NULL,"2013-12-31","1505-1773",NULL,NULL,NULL,NULL,NULL
5198,0.1258380,NULL,"2013-12-31","0137-5075",NULL,NULL,NULL,NULL,NULL
5199,0.1255180,NULL,"2013-12-31","1841-9836",NULL,NULL,NULL,NULL,NULL
5200,0.1247390,NULL,"2013-12-31","1221-146X",NULL,NULL,NULL,NULL,NULL
5201,0.1234470,NULL,"2013-12-31","0556-3321",NULL,NULL,NULL,NULL,NULL
5202,0.1208440,NULL,"2013-12-31","1433-5158",NULL,NULL,NULL,NULL,NULL
5203,0.1208300,NULL,"2013-12-31","0067-3064",NULL,NULL,NULL,NULL,NULL
5204,0.1185820,NULL,"2013-12-31","1349-2543",NULL,NULL,NULL,NULL,NULL
5205,0.1169820,NULL,"2013-12-31","0365-0588",NULL,NULL,NULL,NULL,NULL
5206,0.1156280,NULL,"2013-12-31","0028-3770",NULL,NULL,NULL,NULL,NULL
5207,0.1102230,NULL,"2013-12-31","1133-455X",NULL,NULL,NULL,NULL,NULL
5208,0.1097760,NULL,"2013-12-31","1794-6190",NULL,NULL,NULL,NULL,NULL
5209,0.1097290,NULL,"2013-12-31","1230-3666",NULL,NULL,NULL,NULL,NULL
5210,0.1086230,NULL,"2013-12-31","0747-9964",NULL,NULL,NULL,NULL,NULL
5211,0.1077040,NULL,"2013-12-31","0717-7917",NULL,NULL,NULL,NULL,NULL
5212,0.1047350,NULL,"2013-12-31","1905-7873",NULL,NULL,NULL,NULL,NULL
5213,0.1037850,NULL,"2013-12-31","1729-8806",NULL,NULL,NULL,NULL,NULL
5214,0.1036420,NULL,"2013-12-31","1959-0318",NULL,NULL,NULL,NULL,NULL
5215,0.1032240,NULL,"2013-12-31","1678-9199",NULL,NULL,NULL,NULL,NULL
5216,0.0943086,NULL,"2013-12-31","1618-7229",NULL,NULL,NULL,NULL,NULL
5217,0.0904238,NULL,"2013-12-31","0970-9371",NULL,NULL,NULL,NULL,NULL
5218,0.0898170,NULL,"2013-12-31","1735-0328",NULL,NULL,NULL,NULL,NULL
5219,0.0882308,NULL,"2013-12-31","1823-6138",NULL,NULL,NULL,NULL,NULL
5220,0.0844059,NULL,"2013-12-31","1220-1766",NULL,NULL,NULL,NULL,NULL
5221,0.0841806,NULL,"2013-12-31","1021-2019",NULL,NULL,NULL,NULL,NULL
5222,0.0826400,NULL,"2013-12-31","1733-3490",NULL,NULL,NULL,NULL,NULL
5223,0.0805352,NULL,"2013-12-31","1224-5984",NULL,NULL,NULL,NULL,NULL
5224,0.0789683,NULL,"2013-12-31","1000-324X",NULL,NULL,NULL,NULL,NULL
5225,0.0788881,NULL,"2013-12-31","0971-8966",NULL,NULL,NULL,NULL,NULL
5226,0.0785093,NULL,"2013-12-31","0185-1667",NULL,NULL,NULL,NULL,NULL
5227,0.0733678,NULL,"2013-12-31","1301-1111",NULL,NULL,NULL,NULL,NULL
5228,0.0651343,NULL,"2013-12-31","0017-0011",NULL,NULL,NULL,NULL,NULL
5229,0.0649324,NULL,"2013-12-31","0185-3325",NULL,NULL,NULL,NULL,NULL
5230,0.0631835,NULL,"2013-12-31","1433-0563",NULL,NULL,NULL,NULL,NULL
5231,0.0573273,NULL,"2013-12-31","1335-1788",NULL,NULL,NULL,NULL,NULL
5232,0.0534439,NULL,"2013-12-31","1001-9014",NULL,NULL,NULL,NULL,NULL
5233,0.0515724,NULL,"2013-12-31","0250-4685",NULL,NULL,NULL,NULL,NULL
5234,0.0508068,NULL,"2013-12-31","0717-9502",NULL,NULL,NULL,NULL,NULL
5235,0.0480773,NULL,"2013-12-31","0377-2063",NULL,NULL,NULL,NULL,NULL
5236,0.0480364,NULL,"2013-12-31","0970-938X",NULL,NULL,NULL,NULL,NULL
5237,0.0466227,NULL,"2013-12-31","0915-5287",NULL,NULL,NULL,NULL,NULL
5238,0.0465417,NULL,"2013-12-31","0972-3757",NULL,NULL,NULL,NULL,NULL
5239,0.0445918,NULL,"2013-12-31","1028-2092",NULL,NULL,NULL,NULL,NULL
5240,0.0347751,NULL,"2013-12-31","1405-3195",NULL,NULL,NULL,NULL,NULL
5241,0.0306844,NULL,"2013-12-31","1682-024X",NULL,NULL,NULL,NULL,NULL
5242,0.0250455,NULL,"2013-12-31","1405-1435",NULL,NULL,NULL,NULL,NULL
5243,0.0115595,NULL,"2013-12-31","1863-5490",NULL,NULL,NULL,NULL,NULL
5244,0.0000000,NULL,"2013-12-31","2195-1071",NULL,NULL,NULL,NULL,NULL
5245,1.2064500,NULL,"2014-12-31","1550-7416",NULL,NULL,NULL,NULL,NULL
5246,0.4858980,NULL,"2014-12-31","1530-9932",NULL,NULL,NULL,NULL,NULL
5247,1.4363200,NULL,"2014-12-31","0146-4833",NULL,NULL,NULL,NULL,NULL
5248,0.3370180,NULL,"2014-12-31","0001-527X",NULL,NULL,NULL,NULL,NULL
5249,0.2352020,NULL,"2014-12-31","0365-0588",NULL,NULL,NULL,NULL,NULL
5250,0.2259030,NULL,"2014-12-31","0386-300X",NULL,NULL,NULL,NULL,NULL
5251,0.0646314,NULL,"2014-12-31","1335-1788",NULL,NULL,NULL,NULL,NULL
5252,0.4379270,NULL,"2014-12-31","0065-1400",NULL,NULL,NULL,NULL,NULL
5253,0.1666320,NULL,"2014-12-31","1217-8837",NULL,NULL,NULL,NULL,NULL
5254,0.1404110,NULL,"2014-12-31","1280-8571",NULL,NULL,NULL,NULL,NULL
5255,1.4734800,NULL,"2014-12-31","2195-1071",NULL,NULL,NULL,NULL,NULL
5256,1.4850900,NULL,"2014-12-31","1945-4589",NULL,NULL,NULL,NULL,NULL
5257,0.0847033,NULL,"2014-12-31","1405-3195",NULL,NULL,NULL,NULL,NULL
5258,0.7707140,NULL,"2014-12-31","1742-6405",NULL,NULL,NULL,NULL,NULL
5259,0.5341260,NULL,"2014-12-31","2158-3226",NULL,NULL,NULL,NULL,NULL
5260,0.5952310,NULL,"2014-12-31","0741-8329",NULL,NULL,NULL,NULL,NULL
5261,1.0270200,NULL,"2014-12-31","1535-7414",NULL,NULL,NULL,NULL,NULL
5262,1.1115800,NULL,"2014-12-31","1748-7188",NULL,NULL,NULL,NULL,NULL
5263,1.4507700,NULL,"2014-12-31","1758-9193",NULL,NULL,NULL,NULL,NULL
5264,0.6989090,NULL,"2014-12-31","1075-9964",NULL,NULL,NULL,NULL,NULL
5265,0.5222660,NULL,"2014-12-31","0718-7092",NULL,NULL,NULL,NULL,NULL
5266,0.4212680,NULL,"2014-12-31","0304-4602",NULL,NULL,NULL,NULL,NULL
5267,0.7746310,NULL,"2014-12-31","1239-629X",NULL,NULL,NULL,NULL,NULL
5268,0.6793090,NULL,"2014-12-31","1476-0711",NULL,NULL,NULL,NULL,NULL
5269,0.5331460,NULL,"2014-12-31","1744-859X",NULL,NULL,NULL,NULL,NULL
5270,0.1903560,NULL,"2014-12-31","0972-2327",NULL,NULL,NULL,NULL,NULL
5271,1.4372300,NULL,"2014-12-31","2110-5820",NULL,NULL,NULL,NULL,NULL
5272,0.2259650,NULL,"2014-12-31","0256-4947",NULL,NULL,NULL,NULL,NULL
5273,0.3480010,NULL,"2014-12-31","1817-1737",NULL,NULL,NULL,NULL,NULL
5274,0.3175340,NULL,"2014-12-31","0918-7960",NULL,NULL,NULL,NULL,NULL
5275,0.2189840,NULL,"2014-12-31","0003-5521",NULL,NULL,NULL,NULL,NULL
5276,0.6754940,NULL,"2014-12-31","2041-2851",NULL,NULL,NULL,NULL,NULL
5277,0.8793090,NULL,"2014-12-31","0195-6663",NULL,NULL,NULL,NULL,NULL
5278,0.6525220,NULL,"2014-12-31","1452-8630",NULL,NULL,NULL,NULL,NULL
5279,0.5858270,NULL,"2014-12-31","0044-8486",NULL,NULL,NULL,NULL,NULL
5280,0.1133590,NULL,"2014-12-31","0137-5075",NULL,NULL,NULL,NULL,NULL
5281,0.4548190,NULL,"2014-12-31","1432-0665",NULL,NULL,NULL,NULL,NULL
5282,0.2796760,NULL,"2014-12-31","0373-2029",NULL,NULL,NULL,NULL,NULL
5283,0.1509090,NULL,"2014-12-31","1733-3490",NULL,NULL,NULL,NULL,NULL
5284,1.3680400,NULL,"2014-12-31","1478-6362",NULL,NULL,NULL,NULL,NULL
5285,0.2378790,NULL,"2014-12-31","1513-7368",NULL,NULL,NULL,NULL,NULL
5286,1.3910100,NULL,"2014-12-31","1759-0914",NULL,NULL,NULL,NULL,NULL
5287,1.1666500,NULL,"2014-12-31","0021-9150",NULL,NULL,NULL,NULL,NULL
5288,0.2618480,NULL,"2014-12-31","0187-6236",NULL,NULL,NULL,NULL,NULL
5289,0.5029840,NULL,"2014-12-31","2073-4433",NULL,NULL,NULL,NULL,NULL
5290,1.7512800,NULL,"2014-12-31","0005-1098",NULL,NULL,NULL,NULL,NULL
5291,2.0614400,NULL,"2014-12-31","0003-0090",NULL,NULL,NULL,NULL,NULL
5292,0.2923330,NULL,"2014-12-31","0367-5211",NULL,NULL,NULL,NULL,NULL
5293,0.0713044,NULL,"2014-12-31","0717-7917",NULL,NULL,NULL,NULL,NULL
5294,0.1588640,NULL,"2014-12-31","0239-7528",NULL,NULL,NULL,NULL,NULL
5295,2.4546600,NULL,"2014-12-31","0042-9686",NULL,NULL,NULL,NULL,NULL
5296,0.1484310,NULL,"2014-12-31","0067-3064",NULL,NULL,NULL,NULL,NULL
5297,0.4353420,NULL,"2014-12-31","1735-8787",NULL,NULL,NULL,NULL,NULL
5298,0.0891250,NULL,"2014-12-31","1028-2092",NULL,NULL,NULL,NULL,NULL
5299,2.0391300,NULL,"2014-12-31","1931-6690",NULL,NULL,NULL,NULL,NULL
5300,0.8097820,NULL,"2014-12-31","1744-9081",NULL,NULL,NULL,NULL,NULL
5301,0.7098830,NULL,"2014-12-31","1860-5397",NULL,NULL,NULL,NULL,NULL
5302,0.4059860,NULL,"2014-12-31","1330-0962",NULL,NULL,NULL,NULL,NULL
5303,0.8881380,NULL,"2014-12-31","0300-9084",NULL,NULL,NULL,NULL,NULL
5304,0.1812160,NULL,"2014-12-31","1342-4815",NULL,NULL,NULL,NULL,NULL
5305,0.6360890,NULL,"2014-12-31","1756-0381",NULL,NULL,NULL,NULL,NULL
5306,0.8362500,NULL,"2014-12-31","1567-5394",NULL,NULL,NULL,NULL,NULL
5307,0.7798500,NULL,"2014-12-31","1559-4106",NULL,NULL,NULL,NULL,NULL
5308,1.6224600,NULL,"2014-12-31","1745-6150",NULL,NULL,NULL,NULL,NULL
5309,1.1238800,NULL,"2014-12-31","2046-6390",NULL,NULL,NULL,NULL,NULL
5310,0.8921620,NULL,"2014-12-31","1480-9222",NULL,NULL,NULL,NULL,NULL
5311,2.0734600,NULL,"2014-12-31","2042-6410",NULL,NULL,NULL,NULL,NULL
5312,0.4193970,NULL,"2014-12-31","1045-1056",NULL,NULL,NULL,NULL,NULL
5313,2.0053300,NULL,"2014-12-31","0142-9612",NULL,NULL,NULL,NULL,NULL
5314,0.5261490,NULL,"2014-12-31","1475-925X",NULL,NULL,NULL,NULL,NULL
5315,1.0826000,NULL,"2014-12-31","2156-7085",NULL,NULL,NULL,NULL,NULL
5316,0.0481363,NULL,"2014-12-31","0970-938X",NULL,NULL,NULL,NULL,NULL
5317,0.9714150,NULL,"2014-12-31","1932-1058",NULL,NULL,NULL,NULL,NULL
5318,0.3665830,NULL,"2014-12-31","1930-2126",NULL,NULL,NULL,NULL,NULL
5319,0.5019240,NULL,"2014-12-31","0303-2647",NULL,NULL,NULL,NULL,NULL
5320,1.9445200,NULL,"2014-12-31","1754-6834",NULL,NULL,NULL,NULL,NULL
5321,0.5356100,NULL,"2014-12-31","1723-2007",NULL,NULL,NULL,NULL,NULL
5322,0.4736720,NULL,"2014-12-31","1471-2253",NULL,NULL,NULL,NULL,NULL
5323,0.6412050,NULL,"2014-12-31","1471-2091",NULL,NULL,NULL,NULL,NULL
5324,1.3344600,NULL,"2014-12-31","1471-2105",NULL,NULL,NULL,NULL,NULL
5325,2.9931400,NULL,"2014-12-31","1741-7007",NULL,NULL,NULL,NULL,NULL
5326,0.9593260,NULL,"2014-12-31","2046-1682",NULL,NULL,NULL,NULL,NULL
5327,0.7174490,NULL,"2014-12-31","1472-6750",NULL,NULL,NULL,NULL,NULL
5328,1.0579300,NULL,"2014-12-31","1471-2407",NULL,NULL,NULL,NULL,NULL
5329,0.6169210,NULL,"2014-12-31","1471-2261",NULL,NULL,NULL,NULL,NULL
5330,0.9203930,NULL,"2014-12-31","1471-2121",NULL,NULL,NULL,NULL,NULL
5331,0.4512780,NULL,"2014-12-31","1472-6882",NULL,NULL,NULL,NULL,NULL
5332,1.0823700,NULL,"2014-12-31","1471-213X",NULL,NULL,NULL,NULL,NULL
5333,1.8826300,NULL,"2014-12-31","1472-6785",NULL,NULL,NULL,NULL,NULL
5334,0.6722960,NULL,"2014-12-31","1472-6823",NULL,NULL,NULL,NULL,NULL
5335,1.4699600,NULL,"2014-12-31","1471-2148",NULL,NULL,NULL,NULL,NULL
5336,0.6559230,NULL,"2014-12-31","1471-2296",NULL,NULL,NULL,NULL,NULL
5337,0.7504160,NULL,"2014-12-31","1471-230X",NULL,NULL,NULL,NULL,NULL
5338,0.8979990,NULL,"2014-12-31","1471-2156",NULL,NULL,NULL,NULL,NULL
5339,1.3455800,NULL,"2014-12-31","1471-2164",NULL,NULL,NULL,NULL,NULL
5340,0.8469300,NULL,"2014-12-31","1471-2318",NULL,NULL,NULL,NULL,NULL
5341,0.7007080,NULL,"2014-12-31","1472-6963",NULL,NULL,NULL,NULL,NULL
5342,0.8161150,NULL,"2014-12-31","1471-2172",NULL,NULL,NULL,NULL,NULL
5343,0.9440910,NULL,"2014-12-31","1471-2334",NULL,NULL,NULL,NULL,NULL
5344,0.5261840,NULL,"2014-12-31","1472-698X",NULL,NULL,NULL,NULL,NULL
5345,2.5461500,NULL,"2014-12-31","1741-7015",NULL,NULL,NULL,NULL,NULL
5346,0.4815870,NULL,"2014-12-31","1472-6920",NULL,NULL,NULL,NULL,NULL
5347,0.5480050,NULL,"2014-12-31","1472-6939",NULL,NULL,NULL,NULL,NULL
5348,0.7119890,NULL,"2014-12-31","1471-2350",NULL,NULL,NULL,NULL,NULL
5349,1.2317900,NULL,"2014-12-31","1755-8794",NULL,NULL,NULL,NULL,NULL
5350,1.0132800,NULL,"2014-12-31","1471-2342",NULL,NULL,NULL,NULL,NULL
5351,0.6980300,NULL,"2014-12-31","1472-6947",NULL,NULL,NULL,NULL,NULL
5352,1.3295300,NULL,"2014-12-31","1471-2288",NULL,NULL,NULL,NULL,NULL
5353,1.0050700,NULL,"2014-12-31","1471-2180",NULL,NULL,NULL,NULL,NULL
5354,0.9834010,NULL,"2014-12-31","1471-2199",NULL,NULL,NULL,NULL,NULL
5355,0.7552610,NULL,"2014-12-31","1471-2474",NULL,NULL,NULL,NULL,NULL
5356,0.5779930,NULL,"2014-12-31","1471-2369",NULL,NULL,NULL,NULL,NULL
5357,0.8579280,NULL,"2014-12-31","1471-2377",NULL,NULL,NULL,NULL,NULL
5358,0.9479470,NULL,"2014-12-31","1471-2202",NULL,NULL,NULL,NULL,NULL
5359,0.4116970,NULL,"2014-12-31","1471-2415",NULL,NULL,NULL,NULL,NULL
5360,0.5214090,NULL,"2014-12-31","1472-6831",NULL,NULL,NULL,NULL,NULL
5361,0.9477000,NULL,"2014-12-31","1472-684X",NULL,NULL,NULL,NULL,NULL
5362,0.7475110,NULL,"2014-12-31","1471-2431",NULL,NULL,NULL,NULL,NULL
5363,0.4858110,NULL,"2014-12-31","2050-6511",NULL,NULL,NULL,NULL,NULL
5364,1.2116400,NULL,"2014-12-31","1471-2229",NULL,NULL,NULL,NULL,NULL
5365,0.8438050,NULL,"2014-12-31","1471-2393",NULL,NULL,NULL,NULL,NULL
5366,0.8147470,NULL,"2014-12-31","1471-244X",NULL,NULL,NULL,NULL,NULL
5367,0.9090200,NULL,"2014-12-31","1471-2458",NULL,NULL,NULL,NULL,NULL
5368,1.0171800,NULL,"2014-12-31","1471-2466",NULL,NULL,NULL,NULL,NULL
5369,0.5516090,NULL,"2014-12-31","1471-2482",NULL,NULL,NULL,NULL,NULL
5370,0.9678370,NULL,"2014-12-31","1752-0509",NULL,NULL,NULL,NULL,NULL
5371,0.5963610,NULL,"2014-12-31","1471-2490",NULL,NULL,NULL,NULL,NULL
5372,0.5761200,NULL,"2014-12-31","1746-6148",NULL,NULL,NULL,NULL,NULL
5373,0.7469680,NULL,"2014-12-31","1472-6874",NULL,NULL,NULL,NULL,NULL
